PREDICTED,SCORE,DOCUMENT_ID,SENTENCE
10.0,10.0,581557039,ease of applying and fast approval
10.0,10.0,581557040,very fast and easy
10.0,10.0,581561035,the representatives were helpful when i called the process was fairly easy
10.0,10.0,581561036,absolutely no hassle whatsoever
10.0,10.0,581561037,process was fast
10.0,10.0,581561038,n o nonsense approach to the loan and a reasonable rate
10.0,10.0,581562033,ease of the process
10.0,10.0,581563033,the ease of th application and the speed of the funding
10.0,10.0,581563034,fast easy process
10.0,10.0,581563036,the ease of the whole process was amazing quick response
10.0,10.0,581563037,low interest rate no hassle with auto draft payment
10.0,10.0,581564033,great rates easy to apply great customer service
10.0,10.0,581564034,the hassle free process and the quickness of the entire process
10.0,10.0,581564035,easy quick
10.0,10.0,581566033,ease
10.0,9.0,581566034,ease of process
10.0,10.0,581573037,great service extremely easy process
10.0,9.0,581573038,the service was very fast and easy
10.0,10.0,581573039,quick easy questions quick easy response
10.0,10.0,581573040,the finance was ready quickly the approval process was quick and very easy
10.0,10.0,581576040,very easy to apply excellent rates received money quickly
10.0,10.0,581576041,friendly knowledge fast
10.0,10.0,581579035,loved the service
10.0,10.0,581579036,there was the need for an edit and they helped me through it
10.0,10.0,581579037,convenience
10.0,10.0,581580034,ease of use of the site and the staff is awesome
10.0,10.0,581580037,that says a lot i have been in the financial industry for over  years this was the easiest process i will not even use the financial institution i work for
10.0,9.0,581582034,customer service
10.0,9.0,581582035,less hassle when required documentation are satisfied
10.0,10.0,581583034,direct deposit in a few days the representative walked me through the entire process start to finish
10.0,10.0,581584033,it is a great way to get a little extra help with decent interest rates i have used best egg three times over last several years
10.0,9.0,581598039,people were helpful and it met my needs
10.0,10.0,581600033,very quick friendly service
10.0,9.0,581602033,loan was done promtly
0.0,3.0,581618035,why is my balance going up as i make monthly payment via bank draft
10.0,10.0,581619038,made the process quick and easy appreciate the timeliness took out a loan once before and it works well and is convenient
10.0,8.0,581621036,ease of process
10.0,7.0,581625036,better rates
10.0,10.0,581625037,best experience i have had applying for a loan the process from start to finish was so easy
10.0,10.0,581649041,it helped us with improvements on the deck fast servicegot the funds the next day
10.0,10.0,581655037,very convenient and easy to do business with
10.0,10.0,581655038,the professional and outstanding service rendered to me
10.0,10.0,581658034,great service
10.0,10.0,581659033,i literally completed the application with one hand while holding my granddaughter with the other
10.0,10.0,581659034,the process was simple easy and friendly
10.0,10.0,581659035,quick and easy
10.0,9.0,581660035,ease with which everything was accomplished
10.0,10.0,581660036,quick and easy funding plus the  gift card
10.0,10.0,581660037,efficient service fair rates
10.0,10.0,581661033,speed of decision and transfer of funds ease of application choice of termsrate
10.0,10.0,581661034,very good costumer service
10.0,10.0,581661035,not complicated
10.0,9.0,581661036,the process is concise and straightforward
10.0,9.0,581662033,fair interest rate
10.0,10.0,581662035,friendly customer service
10.0,10.0,581662036,very easy to do and very professional
8.0,6.0,581663034,expensive processing fee in addition to the high interest rate delay of funding and lack of feedback regarding funding schedule and availability
10.0,10.0,581688053,everything went smoothly everyone was helpful and courteous it was easy
10.0,8.0,581688054,convenience of he process
10.0,10.0,581688056,ease of access and preapproval notification
10.0,10.0,581688057,the ease of receiving the loan
10.0,9.0,581688058,ease of application
10.0,10.0,581688060,super quick and easy compared with sofi
8.0,8.0,581688061,fees too high
10.0,8.0,581688062,
10.0,10.0,581688064,the process was so easy and they were very friendly
10.0,10.0,581688065,payments are fair very quick on decision and deposit of money
10.0,10.0,581690045,quick and easy
10.0,8.0,581693049,easy fast
10.0,10.0,581693051,helpful service
8.0,5.0,581696040,i have better rates on credit cards nothing special it is my plan after i pay down other debt to move balance over to an account with a better rate do not think rates are the best
10.0,10.0,581696041,the friendliness of your agents and the ease of applying  the whole process
10.0,9.0,581696042,the process was quick and easy
10.0,10.0,581696043,quick service
10.0,10.0,581699037,quick answers to questions easy application process great customer service representatives no long hold times on call
10.0,10.0,581699038,easy way to take out a loan  no hassle
10.0,10.0,581699039,online
10.0,9.0,581699041,it was very easy and extremely fasti was not in a huge hurry but i had money in the bank within  hours
10.0,10.0,581700033,ease of working with best egg
10.0,10.0,581700034,i would recommend best egg to anyone the application process was simple and easy approval was fast and getting the funds direct deposit was less than two days
10.0,10.0,581700035,competitive interest rates fast review approval and funding straight forward application
10.0,9.0,581701033,i appreciated the prompt attention to my needs
10.0,10.0,581701034,trust in good customer
10.0,10.0,581701035,very quick and efficient
10.0,10.0,581701036,process was easy
10.0,10.0,581702033,the process was very easy
10.0,10.0,581702034,simple quick responsive professional
10.0,10.0,581702035,ease response time and rates
10.0,9.0,581702036,very quick loan process without much paperwork
10.0,10.0,581702037,easy and quick application process
10.0,10.0,581703033,very easy to apply
10.0,10.0,581703034,i am very frugal with my finances
10.0,10.0,581703036,just the ease in completing everything online including uploading verification and then the agent calls to go over your info discuss options best suited fire you and you get immediate info via email while in the phone too
10.0,10.0,581704033,it quick efficient and simple
10.0,10.0,581704034,quick and easy
10.0,10.0,581705033,my loan was funded exactly as promised
10.0,10.0,581705034,easy and quick process
10.0,10.0,581705035,i do not understand this question
10.0,10.0,581722035,great experience all around fast turnaround
10.0,9.0,581722036,pretty quick and easy process
10.0,10.0,581722037,fastfair efficient
10.0,9.0,581722038,ease in the process and fair rates
10.0,10.0,581722039,extremely easy loan process and quick funding also a much more competitive rate than i received from another lender
10.0,10.0,581723035,i think your a great company easy to work with thank you
10.0,10.0,581724034,ease of the process
10.0,7.0,581724035,convenient
10.0,10.0,581725035,excellent service and response time
10.0,10.0,581726035,ease of the whole process
10.0,9.0,581726036,easy process quick process reliable
10.0,10.0,581726037,best interest rate
10.0,9.0,581726038,easy to obtain
10.0,10.0,581726039,the people i talked with
8.0,9.0,581726040,the process was professional and fast the only drawback was the interest rate but i am assuming that that varies from person to person so that would be on me not not you thank you
10.0,10.0,581727033,fast  easy
10.0,10.0,581727034,i also appreciated receiving communication letting me know the status of my loan request procedures were very simple it was very easy to request a loan online
10.0,9.0,581728033,responsiveness
10.0,10.0,581759041,interest rate was not through the sky 
10.0,10.0,581759042,service was fast and quick and easy
10.0,10.0,581763033,people were very nice and helpful
10.0,9.0,581763034,very easy
10.0,10.0,581765033,easy to apply for
10.0,10.0,581797053,easy fast
10.0,9.0,581797076,quick service from start to funding
8.0,8.0,581797077,quick efficient process but online not for everyone
10.0,10.0,581797078,great service
10.0,10.0,581797079,easy
10.0,10.0,581798043,fast and efficient
10.0,8.0,581829033,completing all the information needed for the loan went very smoothly
10.0,9.0,581829035,quick easy and mobile capable
10.0,8.0,581829036,credit worthiness
10.0,10.0,581829037,ease and ability to communicate in the moment through online chat
10.0,10.0,581829038,the loan process was easy
10.0,8.0,581829039,ease of application
10.0,9.0,581829040,quick responses and simple procedure
10.0,10.0,581830033,fast friendly and great rates
10.0,10.0,581830034,immediate friendly customer service online portal for application was simple and uncomplicated
10.0,10.0,581830037,fast and easy process
10.0,10.0,581830038,i received the funds i needed within days which was very helpful to me very simple hasslefree process
10.0,10.0,581831033,ease of obtaining the loan
0.0,2.0,581831034,higher than any credit card i have interest rate is disgustingly high
10.0,7.0,581832033,quick and easy
10.0,10.0,581832035,super fast and easy process and funding
10.0,9.0,581832037,how i was able to go through the loan process worry free
10.0,10.0,581833033,the process was really easy
10.0,9.0,581834033,friendly reps efficient service
8.0,7.0,581834034,only cause i had to call on the status of the application other than that very happy
10.0,10.0,581835034,quick and easy
10.0,10.0,581836033,quick and easy
10.0,10.0,581837033,credit card debt
10.0,10.0,581837034,quick turnaround time
10.0,9.0,581838033,no hassle service
10.0,10.0,581857049,very quick  no hassle 
10.0,10.0,581857050,this is my second loan and it is really helping us fast track paying off our debt easy and organized process to apply
10.0,10.0,581863043,the process was easy and fast
8.0,8.0,581863044,i expected a better rate i am a existing returning customer
10.0,10.0,581864039,easy online application helpful and friendly phone service
10.0,10.0,581864040,very helpful service also easy and efficient process
10.0,10.0,581866040,very efficient and timely
10.0,8.0,581867042,good
10.0,9.0,581868040,the process was simple and quick
10.0,10.0,581868046,fast efficient and very helpful
10.0,9.0,581868047,everything seemed pretty easy to use and even the help center was better than i expected it to be
10.0,10.0,581870037,personal contact was very respectfully done all action was quick completed within  days of request happy with service
10.0,10.0,581872034,fast and a great rate
10.0,10.0,581873034,fast and easy
10.0,10.0,581873035,i felt like best egg just really wanted to help me
10.0,10.0,581873037,it was quick and easy
10.0,10.0,581874034,working with the best egg team was the best loan experience i have ever had and the best part was getting an actual team member on the phone the application process was quick and easy  uploading docs and quick response was a breeze no automation  thank you best egg
10.0,10.0,581874035,great and fast service
10.0,7.0,581874036,debt reconsolidation
10.0,9.0,581874037,very good experience
10.0,10.0,581875033,it was an easy process
10.0,10.0,581876033,very good  fast service
10.0,10.0,581876035,online access easy to set up quick response
10.0,10.0,581876036,it is so fast and easy
10.0,10.0,581877033,with a great rate the process was quick easy and no hassle
10.0,10.0,581877034,quick and easy application process
10.0,10.0,581877035,i got my loan quick and no problems
10.0,10.0,581881043,very fast application review and funding very convenient
10.0,10.0,581881045,speed  communication
10.0,10.0,581881046,you were great made it easy to do and all the help given
10.0,8.0,581881047,ease of application process and approval
10.0,10.0,581885037,the process will simple and quick
10.0,10.0,581887034,very professional and well educated in your loan policys and procedures and is very patience with your customers
10.0,10.0,581887035,the loan will help me get back on track i hit a rough patch during the pandemic to get the best out of my credit
10.0,10.0,581888042,ease of the process and immediate receipt of funds
10.0,10.0,581891035,the way the offer was laid out made it really easy to decide if i wanted to take the loan or not
10.0,10.0,581891036,easy fair rate
10.0,10.0,581891037,very helpful and easy to do
10.0,10.0,581892033,super easy  fast
10.0,10.0,581893033,easy and helpful customer service
10.0,10.0,581893034,very impressed it was very quick and easy
10.0,10.0,581896035,efficiency
8.0,8.0,581897034,but viewing the condition of the economy  maybe it is necessary process to long
10.0,10.0,581897035,at least for me this was a hassle free process
10.0,10.0,581897036,process was super easy
10.0,10.0,581898037,the ease and quickness from start to finish
10.0,10.0,581898038,easy fast hassle free
10.0,10.0,581898039,the money was in my account  hours later by allowing you to verify my income by having access to my checking account only took a couple of minutes the application process was very quick i decided to consolidate some of my debt and reapplied for a larger loan last friday the earlier best egg loan and three others were paid off in a couple of hours from start to finish it may have taken  minutes my loan payments went down over  a month which allows us more disposable income i had borrowed from best egg a little over a year ago
10.0,9.0,581899037,very easy process and you listened to what i needed
10.0,10.0,581899038,easy to complete loan and good rates
10.0,10.0,581899040,they asked all the right questions approved my loan and no penalty for paying off the loan early
10.0,8.0,581899042,nice to deal with
10.0,10.0,581901036,ease of application
10.0,10.0,581902035,was very easy to do  hassle free and quick
10.0,10.0,581902036,quick and easy
10.0,10.0,581905033,fast and easy
10.0,10.0,581906033,i make the payments always on time
10.0,10.0,581907033,ease of use and rapid response
10.0,10.0,581916037,ease of completion
8.0,8.0,581916038,easy to use but the rates are high
10.0,10.0,581919038,very fast processing
10.0,10.0,581920039,immediate response and excellent customer service
10.0,9.0,581921034,the process was easy to apply for the loan
0.0,3.0,581921035,do not understand when you borrow  and you get  and charged 
10.0,10.0,581922034,ease of the loan process
10.0,10.0,581922035,good communication easy to apply
10.0,10.0,581957034,when documents were needed it was easy to upload and submit everything was very easy and informative also the emails with updates were very helpful in knowing where in the process the loan was at
10.0,9.0,581988033,easy clear process with an honest timeline
10.0,10.0,581989034,ease of use
10.0,10.0,581989036,great company money in the bank next day this is my second liam and both times they were very fast to get back to me and bam 
10.0,10.0,581990035,easy and quick
10.0,10.0,581991033,this is my second loan with best egg the funds was in my account quickly the payment was reasonably
10.0,10.0,581992033,they was friendly
10.0,10.0,581992034,ease of transaction and interest rate offered was lower than others
10.0,10.0,582029034,ease of process
10.0,10.0,582031033,it was easy all the staff i have dealt with were very kind and helpful
10.0,10.0,582031034,ease speed friendly and helpful
8.0,9.0,582032033,process took longer than i anticipated but pleased with the experienceoutcome
10.0,10.0,582032034,flexibility to apply for a loan when needed and good stature
10.0,10.0,582032035,i was happy with the customer service on the phone and with the chat line service
10.0,9.0,582033033,very easy to explore options and finalize loan
8.0,8.0,582033034,i think best egg can do better on the interest rate charged
10.0,10.0,582034034,to payoff my bills
8.0,0.0,582035033,high interest rate
10.0,10.0,582059054,great customer service the ease and privacy when applying for a loan
10.0,10.0,582059057,how quick it was how easy it was
10.0,10.0,582062046,there was not a lot of questions and information needed it was pretty straight forward and fast 
10.0,10.0,582062048,it was quick
8.0,0.0,582064035,a term of  or  years was presented online i agreed to the  year term much to my surprise it turned out to be a  year term
10.0,10.0,582064036,speed of the approval  deposit
10.0,10.0,582064038,it was very quick
10.0,9.0,582072035,ease of application process and reasonable interest rates
10.0,10.0,582072039,the process was so fast and easy
10.0,8.0,582073033,processing speed was quick
10.0,10.0,582073034,amazing costumer service and they willing to work with you no matter of the situations
10.0,10.0,582074033,customer service was excellent called to ask if any questions great communication
10.0,10.0,582075033,how nice it was to apply pretty much hassle free
10.0,10.0,582081033,easy to apply and kept updating process
10.0,10.0,582098035,quick process
10.0,10.0,582099038,easy to use online application experienced zero issues or delays
10.0,10.0,582099040,quick response no hassle fairly decent rate
10.0,10.0,582100035,they were most efficient quick and very helpful
10.0,10.0,582102035,the lady that i talked to went out of her way to help me because they are so nice and they know what they are doing
10.0,8.0,582102036,fast service
10.0,10.0,582102037,the simplicity of the process and your affiliation with credit karma customers reviews were rated extremely high
10.0,10.0,582102038,friendly patient helpful
10.0,10.0,582102039,quick and easy no drama 
10.0,10.0,582103034,this was the fastest  easiest loan application i have ever filled outboth of them it will definitely be with best egg my last loan application this is my  and i hope it will be however if i need to do another one after i paid off this one
10.0,10.0,582103035,efficiency
10.0,10.0,582103036,both times i recd a loan from you all it was the easiest process ever
10.0,10.0,582104034,it was fast easy and quick funding much faster than my previous loans from other big companies like american express and discover
10.0,10.0,582114036,ease of the process
10.0,9.0,582114037,it is simple does not require time consuming paperwork not stressful
10.0,10.0,582114038,it was easy and fast to obtain a loan
10.0,10.0,582114039,without a lot of drama we finally got a personal loan approved thank you from the bottom of our hearts we were able to payoff a credit card with extremely high interest
10.0,10.0,582114040,it went through pretty fast
10.0,10.0,582114042,you gave us peace in a very uncertain time the representatives are so friendly
10.0,10.0,582114043,quick easy
10.0,8.0,582114044,no hardship
10.0,9.0,582114045,easy to do and they work with you to find best option
10.0,10.0,582115036,getting the loan was fast and effective i am so happy i was able to receive the fund in  days
10.0,10.0,582116036,never missing a payment paying more than minimum amount and early every month
10.0,10.0,582116038,ease of use and reliability
10.0,10.0,582117035,the easy process and how fast i got my funds
10.0,10.0,582118034,timely and convenient
10.0,9.0,582118035,quick and easy to apply and get funds needed
10.0,8.0,582120033,quick
10.0,10.0,582120034,they were quick to give the loan not too complicated from the beginning to the end of the application
10.0,10.0,582142034,very fast respon
10.0,10.0,582142035,service
10.0,10.0,582145035,the ease of the process
10.0,10.0,582152035,knowledgeable agent kindness
10.0,10.0,582157033,quick and painless
10.0,10.0,582177033,and fast with no issues was able to help me 
10.0,10.0,582178034,fast and easy
10.0,10.0,582180034,it worked very smoothly
10.0,10.0,582181033,easy application process  helpful online chat
10.0,7.0,582182033,timeline for loan tone processed
10.0,10.0,582184061,ease of the process
10.0,10.0,582184062,easy process with no hassle
10.0,10.0,582218037,best egg always comes through when i need them the most second time i needed a loan simple and easy process and quick decision
10.0,10.0,582221045,speed of application and fund distribution also appreciate the acknowledgement that my previous best egg loans were successful
10.0,10.0,582222040,the process is hassle free best egg is quick with their funding
10.0,10.0,582222047,how easy it was to get a loan through your company
10.0,9.0,582223039,all was good
10.0,9.0,582224037,easy and very quick
10.0,10.0,582225037,ease of use
10.0,10.0,582225038,very quick and in my account the next day
10.0,9.0,582227033,the process was easy and quick
10.0,10.0,582227034,fast service
10.0,9.0,582227036,they give you a good apr it does not take very long
10.0,10.0,582229034,quick and easy process
10.0,8.0,582231033,see good customer service 
10.0,9.0,582265041,the timelines and efficiently my loan request was processed
10.0,10.0,582267041,the interest rate and payment
10.0,10.0,582267042,it was easy and fast
10.0,10.0,582267043,i got the loan quickly rep was courteous and very helpful to get me my loan quickly
10.0,8.0,582268040,loan was funded i provided the additional requested documents they gave me an opportunity when i desperately needed the loan they were very pleasant throughout loan process
10.0,10.0,582268041,this is my  loan with you fast trust and smooth process
10.0,10.0,582268042,fast decision  deposit quick  easy to apply
10.0,8.0,582276034,i want to have good credit
10.0,8.0,582276035,customer service
10.0,10.0,582277033,getting my financial act back together after an acrimonious divorce back in 
0.0,3.0,582278033,i was told all my paperwork was fine that it was an issue that best egg did not complete the process on their end this delayed the loan several days it took me several calls to get it corrected my loan was not released on time
10.0,10.0,582278036,professional and truthful
10.0,10.0,582279033,quick and easy process
10.0,10.0,582279035,it was very quick easy  convenient
10.0,10.0,582280033,great staff great service and a very competitive interest rate
10.0,10.0,582281033,it was easy
10.0,10.0,582281034,the excellent service and a really great experience
10.0,10.0,582281035,ease and quickness
10.0,10.0,582281036,excelent service
10.0,9.0,582282034,past loan with best egg great customer service
10.0,10.0,582282035,quick efficient results
10.0,10.0,582282036,removed stress
10.0,10.0,582286036,very responsive to my queries explanations very clear prompt responses good rates
10.0,10.0,582286037,ease and timing of process
10.0,10.0,582287034,quick response
10.0,10.0,582288035,customer service was excellent loan process was quick and easy
10.0,10.0,582288036,fair apr and seamless transaction
10.0,10.0,582289034,money was deposited into my bank account within  business days after i provided the requested documents the approval process was quick and simple
10.0,10.0,582289035,very quick efficient
10.0,10.0,582289036,smooth online experience and great customer service
10.0,10.0,582291033,easy application and real time updates on processing and approval
10.0,10.0,582291034,outstanding customer service and ease of process
10.0,10.0,582291035,better interest rate and quick approval
10.0,9.0,582292033,very easy process
10.0,9.0,582302034,best egg was very responsive and communicated clearly every step of the process
10.0,10.0,582302035,the ease of the process
10.0,10.0,582302036,thank you best egg i had the money in my account in  business day my credit cards are payed off the interest rate is reasonable getting the loan was so simple i will be debt free in  years for the amount my credit card minimum payments were each month
10.0,10.0,582302037,quick response time and deposit of funds
10.0,10.0,582303034,the process was easy to follow the information for applying for the loan was to the point
10.0,10.0,582303036,its quick and easy to apply its takes minutes to get approved
10.0,10.0,582304033,just the ease of how everything went
10.0,10.0,582304034,fast turnaround and good rate
10.0,10.0,582304035,easy good rates
10.0,10.0,582305035,easy process
10.0,10.0,582306033,quick and easy
10.0,10.0,582306034,how fast the application process was and the funding process simple and easy
10.0,10.0,582306035,easy to apply
10.0,10.0,582307034,promptness and ease of use
10.0,10.0,582308034,friendly staff who try to help with all concerns and yo get your money quickly
10.0,10.0,582332036,my experience was very fast friendly accurate and complete
10.0,10.0,582394035,therefore i decided to go with best egg for my second loan with them i have an initial loan and am happy with the rate and ease of applying
10.0,9.0,582394036,ease of getting loan without exhaustive paper work
10.0,10.0,582402033,fast application process and funding
10.0,10.0,582402034,even faster when in need of a second loan fast easy loan service
10.0,10.0,582403033,best egg was very easy to work with
10.0,10.0,582405033,ease of loan application and information shared
10.0,10.0,582508037,ease of working with best egg
10.0,10.0,582508038,the professionalism and quickness of the process
10.0,10.0,582519035,gave me a chance to get out of debt
8.0,9.0,582519038,very smooth process but a bit delayed
10.0,10.0,582521033,very easy to apply clear terms and fast execution of the loan
10.0,10.0,582526033,a better future
10.0,10.0,582526035,ease and customer service
10.0,9.0,582528033,length of time to complete
10.0,10.0,582529033,easy to submit required documents
10.0,10.0,582785037,great customer service
10.0,10.0,582793034,fast determination and good communication
10.0,10.0,582794035,lower interest rates
10.0,10.0,582886034,easy process
10.0,10.0,582888037,this was very convenient fast and easy i appreciated this so much
10.0,10.0,582891033,fast easy hassle free
10.0,10.0,582892035,easy application quick transfer timeand very nice people helping you
10.0,9.0,582892039,the easy and un obtrusive way to get a personalized loan to consolidate my credit card debt
10.0,10.0,582894033,very quick hassle free service and decision
10.0,10.0,582896033,the interest rate is great application process was so easy
10.0,10.0,582899033,also it was a pleasant surprise to receive a call from a representative who presented good info as i weighed my options and decided whether i truly wanted to move forward the speed of the process
10.0,10.0,582900033,easy and quick
10.0,10.0,582900034,glad i was given a second chance to apply it was fast  efficient way to get a loan
10.0,10.0,582900035,easy fast and kind people
10.0,10.0,582904035,i paid well for there help but for me it was worth every penny being  disabled half in and half out with a brain i injury my ability to do much paperwork and long processes is very hard on me best egg done everything and made it a fast and simple to get funds into my account they done  of the wrk
10.0,10.0,582929034,easy to apply quick response and the loan was delivered within the time frame given
10.0,10.0,582929035,very quick service
10.0,10.0,582929036,fast great service
10.0,9.0,582929037,pat jarvis two weeks prior my information was not going through and the staff kept calling me telling me it is not there why i have not sent  at least and not one help me move it along tyler was a very patient person who answered my questions took his time to help me send my information correctly kuddos to tyler who knows his stuff
10.0,10.0,582930033,quick and easy application process
10.0,10.0,582930034,do not understand the question
10.0,10.0,582930035,quick service
10.0,10.0,582931035,very professionaloutstanding customer service
10.0,8.0,582931036,the quick and great service i received
10.0,10.0,582931037,communication short time to receive the loan and ease of application
10.0,10.0,582933034,i needed help got declined a few places weight lifted off my shoulders
10.0,8.0,582933035,how quickly the approval happened online
10.0,10.0,582934033,i made a mistake on the application and heeded help with the change customer service was great the entire process was quick and easy
10.0,9.0,582935033,quick response and high efficiency
10.0,10.0,582948035,loan funded almost immediately easy easy easyno hard inquiry until made my decision
10.0,8.0,582948036,it was quick and easy
10.0,10.0,582948037,thankfully it was a painless process to apply for a loan
10.0,9.0,582949037,best rate i could find
10.0,10.0,582949038,ease of use and you did not stalk me during the application process lowest interest rate i could find i am amazed at how quickly it was funded
10.0,10.0,582949039,the ease with which my application was processed was fabulous
10.0,10.0,582949040,process was easy they did not ask a lot of senseless questions
10.0,10.0,582950037,quick and easy application competitive rates and ease of payment options
10.0,10.0,582950038,convenient and easy process quick response
10.0,10.0,582950039,convenience and fast
10.0,10.0,582950040,easy to apply and if left anything out got a call about what was needed and how to send very helpful staff and friendly
10.0,10.0,582950041,love best egg it was very simple not tedious and fast turn around
10.0,9.0,582950042,fast and friendly
10.0,10.0,582950044,process was easy you did not ask bad questions
10.0,10.0,582951037,fast and easy process
10.0,9.0,582951038,all went about as well as i hoped
10.0,10.0,582952036,ease and quickness
10.0,7.0,582952038,easy process
10.0,10.0,582954033,fast easy and convenient to apply
10.0,9.0,582954035,lowest rate i was offered
10.0,10.0,582954038,build credit
10.0,10.0,583001036,easy to apply excellent customer service
10.0,10.0,583006034,quick and easy
10.0,10.0,583009033,the process was quick and easy i was funded in  days start to finish it was a blessing to help get control of my finances after my divorce
10.0,10.0,583010033,customer service was great
10.0,10.0,583060035,very easy process
10.0,10.0,583060036,when i called they were very nice the money was in my account quickly which was great i could take care of things quickly especially my plumbing issue so thank you for that had quick accurate information and i had a previous loan with best egg would not go anywhere else for a loan
10.0,10.0,583061034,there professionalism
10.0,10.0,583061036,reducing credit card debt
10.0,10.0,583062034,easy loan decent rates
10.0,10.0,583062036,everything went smooth and quickly
10.0,9.0,583062038,excellent customer service and it was an easy process
10.0,10.0,583062039,quickness and convenience
10.0,9.0,583064033,fast and reasonable rates
10.0,10.0,583064034,easy and simple
8.0,5.0,583064035,returning customers should have a better rate i was very unhappy because i previously paid a loan off within a years time my credit score was good the interest rate was very high second loan
10.0,10.0,583064036,low rates
10.0,10.0,583064037,it was super fast and easy
10.0,10.0,583065033,easy online application and prompt approval process
10.0,10.0,583065034,process obtaing loan very easy to complete loan amount provided met my needs
10.0,10.0,583066034,quick response and quality of customer service
10.0,10.0,583067034,they always make the process easy i have used best egg previously
10.0,10.0,583067035,easy and quick
10.0,10.0,583068033,great service and ease of loan
10.0,10.0,583085036,very professional and fast service
10.0,10.0,583085037,friendliness
10.0,10.0,583085038,easy and fast
10.0,10.0,583088041,very prompt service
10.0,10.0,583088042,the application process was quick the representatives were helpful thorough and efficient
10.0,8.0,583088043,quick approval
10.0,7.0,583089048,i appreciated being preapproved it was an easy application
10.0,10.0,583091034,speed of approval
10.0,10.0,583091036,quick response loan options
10.0,10.0,583092038,it did not take long to get my loan the guy on the phone was polite and professional easy process to apply
10.0,10.0,583092039,customer service
10.0,9.0,583093037,super quick and super easy
10.0,10.0,583093038,it was done very fast
10.0,10.0,583093039,ease of use great customer service
10.0,10.0,583110035,great customer service
10.0,9.0,583110037,fast no bs service
10.0,10.0,583110038,i needed to pay off some credit cards to raise my score so i can get a better mortgage when i am ready to buy a house
8.0,7.0,583111035,very quick and efficient intrest rate a bit high
10.0,10.0,583111036,thank you so much super fast convenient service
10.0,10.0,583111037,very quick and simple process
8.0,8.0,583112034,easily the best rate offer i received i have to knock off a couple of points this time due to incessant marketing calls after my initial offer while i considered whether and when i wanted to do the loan i also had a previous very good experience with best egg
8.0,9.0,583112035,good service but ratesfees are higher than ideal
10.0,10.0,583112036,the application was very easy
10.0,10.0,583113033,the rates were extremely competitive the process was fast and straightforward
10.0,10.0,583118033,fast customer service and friendly staff
10.0,10.0,583118034,how quickly you made it happen
10.0,10.0,583118035,good customer service
10.0,10.0,583118036,good credit
10.0,9.0,583122034,eficientes
10.0,9.0,583124034,be nice to best egg day
10.0,9.0,583124035,quick and fast exceptionally good service
10.0,10.0,583125033,because they worked with me smoothly
10.0,10.0,583125034,no hassle
10.0,10.0,583125035,the process was easy response was quick this loan has helped me with paying off my credit card debt freeing up more of my paycheck for other living essential
10.0,10.0,583126033,easy to do no hassle
10.0,10.0,583134033,was a very painless loan to obtain and very quick
10.0,9.0,583136033,application process was easy as was online account access after approval
10.0,10.0,583137033,rates are fair process is easy
10.0,9.0,583147035,staff was very helpful i was a returning customer with a proven track record so i think we should get superior service
10.0,10.0,583151034,fast and easy
10.0,10.0,583160034,i found it necessary to request a loan a second time for an unexpected auto repair expense the finance rates are were fair making repayment manageable i appreciated the service i received from best egg before i have used best egg in the past i had options
10.0,9.0,583299033,i was impressed with the time on loan and the application process
10.0,10.0,583306034,the whole process went smooth and i am thankful for that it was quick and easy to apply and got the approval quickly the money was in my account in  business days
8.0,8.0,583315034,however interest rate is slightly higher the loan was processed very promptly
10.0,10.0,583321034,the ease of applying was great
10.0,10.0,583346036,great quick easy process
10.0,10.0,583346037,how fast and easy it was to apply plus the quick processing
10.0,10.0,583346038,you guys are quick professional and painless
8.0,10.0,583347037,ease of application and the customer service i received when i called i requested to move the date to the first of the following month but when the loan was originated the date was set at the date i requested thank you for making that part easier for me i was told that i would need to call back and request the date change after the loan was originated now there is no need for me to call and change it the original due date was going to be monthly a few days before i get paid each month
10.0,10.0,583347039,speed and ease of approval
10.0,10.0,583348035,transaction was quick and very easy
10.0,10.0,583349039,very competitive rates simple and fast process my second loan with best egg extremely helpful client service staff
10.0,10.0,583350037,hasslefree application process and quick turnaround on funds
10.0,9.0,583350038,ease of loan app online and prompt response to approval of loan
10.0,10.0,583350039,how fast it was handled
10.0,8.0,583352036,the process is amazingly easy and very fast i love that there is no early payoff penalty the only downside is high interest but it is certainly reasonable compared to other options
10.0,10.0,583355040,individuals i spoke with were courteous and worked with me application was simple
10.0,9.0,583356041,it was fast  easy
8.0,7.0,583359039,follow up by the loan officer on loan status was not eloquent
10.0,8.0,583359041,speed of application relative consumer friendly rate
10.0,10.0,583360039,very easy process to follow
10.0,8.0,583361038,got the money the day after i applied for the loan
10.0,10.0,583362033,ease and comfort of process
10.0,9.0,583364039,consistent on time payments
10.0,10.0,583365038,this was second loan with best egg the whole process from start to funding was quick and easy for me
10.0,9.0,583365039,quick service
10.0,10.0,583366038,very fast and efficient
10.0,7.0,583367037,first was talking about  finally my loan is  and deposit on my account is 
10.0,9.0,583367038,speed and ease of application
10.0,10.0,583367039,knowledgeable friendly staff very willing to assist and listen to exactly what i was asking for
8.0,7.0,583371035,can not articulate
10.0,10.0,583376034,service
10.0,9.0,583376035,thank you excellect service
10.0,10.0,583377036,it was quick and painless the gentleman i spoke with was very friendly and sweet
10.0,8.0,583377037,how easy and quick was to get the loan but the rates were not exactly the lowest that i was looking for
